record_id,native-country,sex,race,age
24972,United-States,Male,White,41
24974,United-States,Female,Black,50
25034,United-States,Female,White,33
2504,United-States,Male,White,61
25056,United-States,Female,White,18
2509,United-States,Male,Asian-Pac-Islander,31
25091,United-States,Female,White,50
25098,United-States,Female,White,56
25115,United-States,Female,Black,25
25129,Cuba,Male,White,47
25160,United-States,Male,White,38
25169,United-States,Male,White,19
25174,United-States,Male,White,50
25206,United-States,Female,White,47
25233,United-States,Male,White,37
25257,United-States,Male,Black,44
25261,United-States,Male,White,50
25295,United-States,Female,White,61
25313,?,Male,White,47
25325,United-States,Male,White,18
25331,United-States,Male,White,37
25335,United-States,Male,White,46
25340,Mexico,Female,White,26
25371,United-States,Male,White,32
25428,United-States,Male,White,22
25433,United-States,Male,White,24
25444,United-States,Male,White,56
25453,United-States,Male,White,17
25467,United-States,Male,White,31
2549,?,Female,White,43
25494,United-States,Female,White,23
25503,United-States,Male,White,48
25523,United-States,Female,White,29
25553,United-States,Male,White,45
25568,United-States,Male,White,73
25607,United-States,Female,White,55
25616,United-States,Female,Black,42
25633,United-States,Male,White,56
25660,United-States,Male,White,43
25661,United-States,Male,White,47
25708,United-States,Male,White,43
25715,United-States,Male,White,35
25738,United-States,Female,White,39
25746,United-States,Male,White,42
25747,United-States,Male,White,23
25773,Canada,Male,White,22
25777,United-States,Male,White,67
25796,United-States,Male,White,46
25848,United-States,Female,Black,42
25879,United-States,Female,White,20
25901,United-States,Female,White,37
25929,Puerto-Rico,Female,White,44
25935,United-States,Female,White,30
25952,United-States,Male,White,48
26009,United-States,Male,White,19
26062,United-States,Female,White,23
26066,United-States,Female,White,38
26137,United-States,Female,White,20
26146,United-States,Male,White,31
26182,United-States,Male,White,44
26196,United-States,Male,Amer-Indian-Eskimo,28
26206,United-States,Male,White,53
26211,United-States,Male,White,46
26212,United-States,Male,White,26
26215,United-States,Male,White,28
26217,United-States,Male,White,44
26219,United-States,Male,White,42
26243,United-States,Female,Amer-Indian-Eskimo,50
26247,United-States,Male,White,45
26253,United-States,Male,White,39
26282,United-States,Female,White,18
2630,United-States,Male,White,42
26302,United-States,Male,White,42
26311,United-States,Male,White,35
26361,United-States,Male,White,31
26363,?,Male,White,48
26385,United-States,Female,White,29
26399,United-States,Male,White,30
26409,United-States,Male,White,41
26410,United-States,Female,White,38
26421,United-States,Male,White,21
26448,United-States,Male,Black,25
26462,United-States,Male,White,60
26493,United-States,Male,White,51
26510,United-States,Female,White,34
2654,United-States,Male,Asian-Pac-Islander,37
26564,United-States,Male,White,43
26574,United-States,Female,Black,38
26603,United-States,Male,Black,36
26611,United-States,Female,White,45
26628,United-States,Male,White,22
26650,United-States,Female,White,34
26655,United-States,Male,White,38
26658,United-States,Male,Black,35
26668,United-States,Male,White,33
26670,United-States,Male,White,34
26672,United-States,Male,White,30
26726,United-States,Male,White,58
26738,United-States,Female,White,19
2676,United-States,Male,White,62
26761,United-States,Female,White,18
26762,?,Male,Asian-Pac-Islander,23
26782,Cuba,Male,White,54
26792,Philippines,Male,Asian-Pac-Islander,62
26825,United-States,Male,White,49
26827,United-States,Male,White,37
2689,United-States,Female,White,22
26920,United-States,Male,White,41
26921,United-States,Female,White,19
2699,United-States,Female,White,40
270,United-States,Male,White,61
27009,United-States,Female,White,20
27031,United-States,Female,White,22
27045,United-States,Female,White,63
27063,United-States,Female,White,38
27075,United-States,Male,White,40
27115,Honduras,Male,White,28
2713,United-States,Female,White,39
27149,United-States,Male,White,44
2721,United-States,Male,White,34
27216,United-States,Female,White,44
2723,United-States,Female,White,26
27245,United-States,Female,White,43
27254,United-States,Male,White,49
27274,United-States,Male,White,39
27314,United-States,Male,White,51
27336,United-States,Male,White,26
27363,United-States,Male,White,62
27382,United-States,Female,White,19
27404,United-States,Female,Black,61
27415,United-States,Female,White,21
27433,United-States,Male,Asian-Pac-Islander,29
2744,United-States,Male,White,43
27459,United-States,Female,White,38
27485,United-States,Male,White,28
27488,Mexico,Male,White,27
27506,United-States,Male,White,44
27523,United-States,Male,White,30
27535,United-States,Male,Black,28
2754,United-States,Male,White,80
27551,United-States,Male,White,20
27620,United-States,Male,White,23
27657,United-States,Female,Amer-Indian-Eskimo,48
27673,United-States,Female,White,22
27716,United-States,Male,White,39
27783,United-States,Female,White,20
27785,United-States,Male,White,62
27812,United-States,Female,White,28
27832,United-States,Male,White,38
27851,United-States,Male,White,34
2786,United-States,Male,White,30
27885,United-States,Female,White,36
27892,United-States,Male,White,38
27893,United-States,Female,White,18
27908,Poland,Male,White,61
27920,United-States,Female,White,23
27956,United-States,Male,White,37
27966,United-States,Male,White,30
27971,United-States,Male,White,67
27993,United-States,Female,White,59
28010,United-States,Male,White,28
28018,?,Male,White,30
28046,United-States,Male,White,32
28049,Hong,Male,Asian-Pac-Islander,26
2806,United-States,Male,White,47
28063,United-States,Male,White,54
28080,United-States,Female,White,21
28083,United-States,Male,White,28
2811,United-States,Female,Black,53
28119,United-States,Female,White,31
28148,United-States,Female,White,55
28175,United-States,Male,White,19
28279,United-States,Male,Black,34
28310,United-States,Male,White,57
28314,United-States,Male,White,45
28318,United-States,Male,Black,38
28319,United-States,Male,White,19
28359,United-States,Male,White,53
28391,United-States,Female,White,48
28394,United-States,Female,White,20
28408,United-States,Male,White,27
28410,United-States,Male,Black,23
28412,United-States,Female,White,26
28429,United-States,Male,White,31
28439,Portugal,Male,White,49
28452,India,Male,Asian-Pac-Islander,53
28510,United-States,Male,White,35
28522,United-States,Male,White,42
28556,United-States,Male,White,34
28566,United-States,Male,White,31
28596,United-States,Male,White,31
28610,United-States,Male,White,38
28611,United-States,Male,White,29
28619,United-States,Female,White,38
28629,United-States,Male,White,61
28636,United-States,Male,White,55
28642,United-States,Male,White,30
28645,United-States,Male,White,56
28671,United-States,Male,White,48
2870,United-States,Male,White,43
28709,United-States,Female,White,26
28715,Puerto-Rico,Female,White,57
2872,United-States,Male,White,46
28720,United-States,Male,White,28
28734,United-States,Male,White,41
28773,Vietnam,Male,Asian-Pac-Islander,21
2878,United-States,Male,White,31
28842,United-States,Male,White,52
28861,United-States,Male,White,19
28886,United-States,Female,White,38
28889,Mexico,Male,White,41
28891,United-States,Male,White,23
28985,United-States,Male,White,49
29000,United-States,Female,White,28
29021,United-States,Female,Amer-Indian-Eskimo,28
29071,United-States,Male,White,46
29075,United-States,Female,White,52
29112,United-States,Male,White,33
2912,United-States,Female,White,40
2913,United-States,Female,White,30
29132,United-States,Male,White,50
29153,United-States,Male,White,25
29162,United-States,Male,White,23
29173,United-States,Male,White,61
29194,United-States,Female,White,39
29204,United-States,Male,White,27
29217,United-States,Male,White,22
29224,United-States,Female,White,39
29245,United-States,Male,White,58
29252,United-States,Female,White,22
29341,United-States,Male,White,53
2942,United-States,Male,White,24
29456,United-States,Female,White,29
29485,United-States,Male,White,30
29489,United-States,Male,White,36
295,United-States,Male,White,65
29508,United-States,Female,White,18
29510,United-States,Male,White,46
29573,United-States,Female,Black,64
29618,United-States,Female,White,44
29651,United-States,Male,White,24
29665,United-States,Male,White,35
29666,United-States,Female,White,22
2967,United-States,Female,White,75
29694,United-States,Female,White,56
29697,United-States,Female,White,29
29711,United-States,Female,White,34
2972,United-States,Male,White,35
29740,United-States,Male,White,50
29753,United-States,Male,White,45
29788,United-States,Male,White,34
29791,United-States,Male,White,64
29805,United-States,Male,White,62
29911,United-States,Female,White,50
29935,United-States,Female,White,31
29994,United-States,Female,White,41
30001,United-States,Male,Black,27
30055,United-States,Male,White,40
30115,United-States,Female,Amer-Indian-Eskimo,46
30134,United-States,Male,White,43
30164,United-States,Female,White,42
302,United-States,Male,White,31
30220,United-States,Female,White,39
30254,United-States,Male,White,60
30260,United-States,Male,White,32
30296,United-States,Male,White,22
303,United-States,Male,White,55
30317,United-States,Female,White,33
30328,United-States,Male,White,17
30349,United-States,Male,Black,46
30374,United-States,Male,White,42
30393,United-States,Male,White,39
30400,Germany,Male,White,50
30419,United-States,Female,White,23
30439,United-States,Female,White,24
30443,Jamaica,Male,Black,28
30463,United-States,Male,White,38
30482,United-States,Male,White,46
30486,United-States,Male,White,34
30488,United-States,Female,Black,55
3050,United-States,Male,White,57
30523,United-States,Male,Black,22
30530,United-States,Male,White,57
30576,United-States,Female,White,46
30578,United-States,Male,White,29
30593,United-States,Male,White,34
30609,United-States,Male,Black,42
30633,United-States,Male,White,18
30660,United-States,Female,White,21
30695,United-States,Male,White,47
30699,United-States,Female,White,43
3070,United-States,Female,White,27
3071,United-States,Male,White,35
30725,United-States,Male,White,26
30726,United-States,Male,White,47
30750,United-States,Male,White,25
30780,United-States,Male,White,29
30794,United-States,Male,White,19
30822,United-States,Female,White,21
30830,United-States,Male,White,33
30864,United-States,Male,Amer-Indian-Eskimo,44
3087,United-States,Female,White,46
30881,Nicaragua,Male,White,20
30885,United-States,Male,White,59
30900,United-States,Female,White,29
30933,United-States,Female,White,25
30972,United-States,Female,White,21
3101,United-States,Male,White,65
31026,United-States,Male,White,29
31050,United-States,Female,White,43
31063,United-States,Male,White,57
31097,United-States,Male,White,56
31109,United-States,Female,Black,27
31111,United-States,Male,Black,22
31114,United-States,Male,White,28
31143,United-States,Male,White,26
31156,United-States,Male,White,20
31158,United-States,Female,Black,37
31165,United-States,Female,White,31
31177,United-States,Female,White,50
31188,United-States,Male,White,38
31195,United-States,Male,White,36
31216,United-States,Male,White,51
31293,United-States,Male,White,54
31329,United-States,Female,White,28
3137,United-States,Male,White,51
3140,United-States,Male,White,44
31403,United-States,Male,White,51
31408,United-States,Female,White,27
31432,United-States,Male,White,87
31447,United-States,Male,White,60
31451,United-States,Female,White,36
31454,United-States,Female,White,30
31456,United-States,Male,White,30
31486,Haiti,Female,Black,41
31507,United-States,Male,White,38
3151,United-States,Male,White,24
31518,Mexico,Male,White,38
31530,United-States,Male,White,52
31538,United-States,Male,White,73
31560,United-States,Female,White,40
31654,United-States,Male,White,54
3167,United-States,Male,White,38
3169,United-States,Male,White,41
31724,United-States,Female,White,45
31740,United-States,Male,White,40
31742,United-States,Male,White,44
31805,United-States,Male,White,19
31813,United-States,Male,White,44
3182,United-States,Male,White,29
31861,United-States,Male,White,27
31863,United-States,Male,White,40
31869,United-States,Male,White,34
3189,United-States,Male,White,43
31890,United-States,Female,White,46
3191,United-States,Female,Black,51
31921,United-States,Female,White,25
31990,United-States,Male,White,46
32022,United-States,Female,White,38
3203,United-States,Female,White,39
32031,Mexico,Male,White,35
32032,United-States,Female,White,40
32038,United-States,Male,White,52
32049,United-States,Male,White,32
3212,United-States,Male,White,49
32126,United-States,Female,White,23
32146,United-States,Male,White,39
32202,United-States,Male,White,28
32210,United-States,Male,White,31
3226,United-States,Male,White,58
32260,United-States,Male,White,39
32261,United-States,Male,White,30
32287,United-States,Male,White,54
32317,United-States,Female,White,63
32375,United-States,Male,White,59
32401,United-States,Female,Black,52
3241,United-States,Male,Black,41
32411,United-States,Male,White,26
32421,United-States,Female,Black,31
32446,United-States,Female,Black,53
32450,United-States,Male,Black,38
32497,United-States,Female,White,34
32518,United-States,Male,White,57
32528,United-States,Female,White,31
32541,United-States,Female,Black,41
3261,United-States,Male,White,26
3268,United-States,Male,Black,30
3284,United-States,Male,White,27
3314,United-States,Male,Black,47
3319,United-States,Male,White,20
3324,United-States,Female,White,59
3334,United-States,Male,Black,26
3342,United-States,Female,White,40
340,United-States,Male,White,26
3413,United-States,Male,White,34
3422,United-States,Female,White,40
3437,United-States,Male,White,63
3454,United-States,Female,Black,49
3462,United-States,Male,White,31
3474,United-States,Female,White,43
3488,United-States,Female,White,26
3495,?,Male,Black,21
3498,United-States,Male,White,20
3516,United-States,Female,White,19
353,United-States,Male,White,46
3534,United-States,Male,White,21
36,United-States,Male,White,21
3627,China,Male,Asian-Pac-Islander,36
3631,United-States,Male,White,60
3632,United-States,Female,White,25
3648,United-States,Female,White,26
3651,United-States,Male,White,34
3655,United-States,Male,White,42
3682,United-States,Male,Black,38
3696,Mexico,Female,White,23
3711,United-States,Male,White,42
3730,United-States,Female,White,26
374,United-States,Male,Black,44
3759,United-States,Male,White,68
3768,United-States,Male,White,28
3769,United-States,Female,White,27
377,United-States,Male,White,23
378,United-States,Male,White,46
3780,United-States,Female,White,51
384,United-States,Female,White,36
3847,United-States,Female,White,44
3849,United-States,Female,White,38
3861,United-States,Male,Black,51
3863,United-States,Male,White,62
3909,Taiwan,Male,Asian-Pac-Islander,33
3977,United-States,Male,White,24
3988,United-States,Male,White,52
3991,United-States,Male,White,19
4006,?,Male,Asian-Pac-Islander,35
4016,United-States,Male,White,28
4033,Jamaica,Male,Black,21
4062,United-States,Female,White,18
4064,United-States,Male,White,58
4082,United-States,Male,White,52
4083,United-States,Female,White,59
4105,United-States,Male,White,46
4114,United-States,Female,White,33
4127,United-States,Male,White,39
4162,United-States,Male,White,49
4175,United-States,Male,White,49
4195,United-States,Male,White,21
4212,United-States,Female,White,54
4223,United-States,Male,White,33
4243,United-States,Male,White,24
4246,United-States,Female,White,39
4263,United-States,Female,White,36
4279,United-States,Female,White,46
436,United-States,Male,Black,34
4365,United-States,Male,White,32
4378,United-States,Female,White,45
4429,United-States,Male,White,64
4459,United-States,Male,White,37
4480,India,Male,Asian-Pac-Islander,30
4485,Jamaica,Female,White,27
4490,United-States,Male,White,29
4498,United-States,Female,Black,35
4526,United-States,Female,Black,47
4556,United-States,Female,White,33
4582,United-States,Female,White,37
4614,United-States,Male,White,42
4632,United-States,Male,White,59
466,United-States,Male,White,52
4673,United-States,Male,White,64
4677,United-States,Male,White,61
4678,United-States,Female,Black,40
471,United-States,Male,White,22
473,United-States,Male,White,30
4746,United-States,Male,White,28
4753,United-States,Male,Black,47
4763,United-States,Male,White,31
4765,Ireland,Male,White,30
4794,United-States,Male,White,48
4835,United-States,Female,Black,28
4873,United-States,Male,White,35
4896,United-States,Male,White,20
490,United-States,Female,White,40
4913,Cuba,Female,White,23
4928,United-States,Male,White,48
4949,United-States,Male,White,44
4956,United-States,Male,White,41
4966,United-States,Male,Black,23
5024,United-States,Male,White,45
5040,United-States,Female,White,53
5057,United-States,Male,White,26
507,United-States,Male,White,43
5075,United-States,Female,White,36
5076,United-States,Female,Black,32
5112,Poland,Male,White,39
5119,United-States,Female,Black,39
5125,United-States,Male,White,20
5150,United-States,Male,White,42
5151,United-States,Female,White,51
5175,United-States,Male,White,42
519,United-States,Male,White,34
5202,United-States,Male,White,41
5268,United-States,Female,White,22
5306,United-States,Male,White,29
5308,United-States,Male,White,26
5326,United-States,Male,White,59
5369,United-States,Male,Black,30
5375,United-States,Female,Black,31
5388,Germany,Male,White,35
5444,United-States,Male,White,48
5448,United-States,Male,Asian-Pac-Islander,35
545,United-States,Female,White,32
5483,United-States,Female,White,22
551,United-States,Female,White,36
5511,United-States,Female,White,48
5515,United-States,Female,White,21
5517,United-States,Male,White,35
5525,Philippines,Female,Asian-Pac-Islander,34
5533,United-States,Female,White,26
5539,United-States,Male,White,21
5555,United-States,Male,White,57
5568,United-States,Male,Black,47
5575,United-States,Male,White,58
5607,United-States,Male,Black,39
5610,United-States,Male,White,39
562,United-States,Male,White,47
5624,United-States,Female,Amer-Indian-Eskimo,21
5626,United-States,Female,Black,43
5640,United-States,Male,Black,35
5643,United-States,Male,White,38
5645,United-States,Female,White,34
5672,United-States,Male,White,30
5679,United-States,Male,White,76
5688,United-States,Female,White,41
5755,United-States,Male,White,56
5762,United-States,Male,White,42
5776,United-States,Male,White,34
5779,United-States,Male,Black,33
5827,United-States,Male,White,54
5828,United-States,Female,White,17
585,United-States,Female,White,21
5861,United-States,Male,White,66
5888,United-States,Male,White,64
5894,United-States,Male,White,30
5895,United-States,Female,White,26
5904,United-States,Male,White,34
5938,United-States,Male,White,52
5942,United-States,Male,White,26
597,United-States,Male,White,42
5975,Mexico,Male,White,62
5994,United-States,Male,White,38
5996,United-States,Male,White,20
6008,United-States,Male,White,51
6016,United-States,Male,White,65
6029,United-States,Female,White,38
6076,United-States,Male,White,29
6199,United-States,Female,White,32
620,United-States,Female,White,23
6205,United-States,Male,White,40
6231,United-States,Male,White,66
628,United-States,Male,White,33
6282,United-States,Male,White,39
6316,United-States,Male,Black,23
6325,United-States,Male,White,48
6338,United-States,Male,White,34
6345,United-States,Male,White,42
6384,United-States,Male,White,35
6391,United-States,Female,Amer-Indian-Eskimo,41
6407,United-States,Male,White,54
6418,United-States,Male,White,20
6458,United-States,Female,White,47
6512,United-States,Male,White,37
6587,United-States,Male,White,22
6620,Mexico,Male,White,26
6642,United-States,Male,White,46
6645,United-States,Male,White,43
6646,United-States,Male,White,37
6701,United-States,Male,White,56
6738,United-States,Male,White,36
674,United-States,Male,White,50
6743,United-States,Male,White,39
6752,United-States,Male,Amer-Indian-Eskimo,41
676,United-States,Male,White,17
6760,United-States,Male,White,41
6816,United-States,Female,White,47
6857,United-States,Female,White,45
6898,United-States,Male,White,53
6910,United-States,Male,White,30
694,United-States,Female,White,23
6952,Thailand,Female,Asian-Pac-Islander,46
6959,United-States,Male,White,69
7,United-States,Male,White,52
7004,United-States,Female,White,61
7008,United-States,Male,Black,49
7010,United-States,Male,White,37
7011,United-States,Male,White,23
7026,United-States,Female,White,38
7033,United-States,Male,Black,61
7059,South,Female,Asian-Pac-Islander,45
7060,United-States,Male,Asian-Pac-Islander,46
7116,United-States,Male,White,19
7132,United-States,Female,White,20
7138,United-States,Male,White,34
7140,United-States,Male,White,47
715,United-States,Female,Black,31
7156,United-States,Male,White,36
7170,United-States,Male,White,24
7240,United-States,Male,White,26
7249,United-States,Male,Black,38
7256,United-States,Female,White,40
7272,United-States,Male,Black,49
7285,India,Male,Asian-Pac-Islander,54
7290,United-States,Female,White,39
7326,United-States,Male,Black,37
7378,United-States,Female,White,23
7425,United-States,Female,White,30
7433,Guatemala,Female,White,23
7457,United-States,Female,White,22
7476,United-States,Male,White,41
7478,United-States,Female,White,35
7504,United-States,Female,White,26
7580,United-States,Male,White,49
7605,United-States,Male,Asian-Pac-Islander,56
7614,Mexico,Male,White,43
7622,United-States,Female,White,35
7662,United-States,Male,White,40
7669,United-States,Male,Asian-Pac-Islander,58
7671,United-States,Male,White,47
7681,United-States,Male,White,30
7684,United-States,Male,White,32
7697,Vietnam,Male,Asian-Pac-Islander,53
7707,United-States,Male,White,70
7718,United-States,Male,White,50
7743,United-States,Male,White,20
7760,United-States,Female,White,20
7795,United-States,Female,White,28
7807,United-States,Male,White,54
7843,United-States,Male,White,42
788,United-States,Male,White,59
7914,United-States,Male,White,49
793,United-States,Female,White,23
7936,United-States,Male,White,32
7938,United-States,Male,White,21
7947,United-States,Male,White,17
7966,United-States,Male,White,46
797,United-States,Male,Black,25
7990,?,Male,White,27
8009,United-States,Male,White,44
802,United-States,Male,White,68
8027,United-States,Female,White,45
8066,South,Male,Asian-Pac-Islander,61
8089,United-States,Female,Amer-Indian-Eskimo,51
8112,China,Male,Asian-Pac-Islander,48
8116,United-States,Male,White,41
8117,United-States,Male,White,35
8126,United-States,Male,White,27
8165,Scotland,Female,White,42
817,United-States,Male,White,56
8184,United-States,Male,White,59
8186,United-States,Male,White,21
8189,United-States,Female,Black,23
8202,United-States,Male,White,36
8224,United-States,Male,White,29
8226,United-States,Male,White,35
8288,United-States,Male,Amer-Indian-Eskimo,36
8301,United-States,Male,White,51
8305,United-States,Female,White,58
831,United-States,Female,White,53
8316,United-States,Male,White,64
8320,United-States,Female,White,57
8325,United-States,Male,White,50
8350,El-Salvador,Male,White,25
8384,United-States,Female,White,22
8393,United-States,Male,White,50
8399,United-States,Male,White,19
8401,United-States,Male,White,48
8426,United-States,Male,White,38
8428,United-States,Female,White,49
8436,United-States,Male,Black,67
8458,United-States,Male,White,39
8488,United-States,Male,White,27
8491,United-States,Male,White,35
8554,United-States,Male,White,43
8572,Vietnam,Male,Asian-Pac-Islander,35
8577,United-States,Male,White,59
8585,United-States,Female,White,38
8587,Mexico,Female,White,20
8610,United-States,Male,White,24
8630,United-States,Male,White,21
8653,United-States,Male,White,42
8661,United-States,Female,White,37
8666,United-States,Male,White,29
8677,United-States,Male,White,25
8680,United-States,Male,White,25
8739,United-States,Male,White,43
8742,United-States,Male,White,50
8750,United-States,Female,White,30
8760,United-States,Female,Black,54
8766,United-States,Male,White,42
8780,United-States,Female,White,39
880,United-States,Female,White,49
8809,Taiwan,Male,White,34
8860,United-States,Male,White,56
8894,United-States,Female,White,43
8918,United-States,Male,White,34
8940,United-States,Male,White,27
8949,United-States,Female,White,60
8957,United-States,Male,White,44
8994,Jamaica,Male,Black,29
9019,United-States,Male,White,56
9022,United-States,Male,White,45
9033,United-States,Male,White,41
9037,United-States,Male,White,22
905,United-States,Female,White,46
9057,United-States,Male,White,27
9058,United-States,Female,White,27
9061,United-States,Female,White,23
9074,United-States,Male,White,54
9078,United-States,Male,White,23
9082,United-States,Female,White,73
9093,United-States,Male,White,58
9113,United-States,Male,Black,47
914,United-States,Male,Black,23
9142,United-States,Male,White,70
9148,United-States,Female,White,21
9191,United-States,Male,White,40
9265,England,Male,White,59
9282,United-States,Male,White,52
9329,United-States,Male,White,52
9343,United-States,Male,White,20
9349,United-States,Female,White,21
9365,United-States,Male,White,46
9368,United-States,Female,White,21
9392,United-States,Male,White,46
9395,United-States,Female,White,31
9408,United-States,Male,White,38
942,United-States,Male,White,38
9455,United-States,Male,White,23
9492,United-States,Female,White,38
9569,United-States,Male,White,34
9611,United-States,Female,White,19
9643,United-States,Male,White,64
9687,United-States,Male,White,37
9688,United-States,Male,White,22
9718,United-States,Male,White,49
9724,United-States,Male,White,26
9763,United-States,Female,White,43
98,England,Female,White,48
9851,United-States,Female,White,17
9860,Taiwan,Female,Asian-Pac-Islander,20
9861,United-States,Male,White,48
9888,United-States,Female,White,22
9936,United-States,Male,White,67
9948,United-States,Male,White,41
9967,United-States,Female,White,61
9980,United-States,Male,White,29
